"","date","demand","coal","nuclear","ccgt","wind","pumped","hydro","total_other"
"111",2020 Jul,25168.0712365591,0,5196.62578405018,11116.7600806452,4425.3252688172,110.243279569892,388.298947132616,6261.61335011615
"112",2020 Aug,25434.542562724,120.823924731183,4230.31944444444,12047.1683467742,4522.98375896057,150.475806451613,260.820564516129,6617.08903422245
"113",2020 Sep,27099.0734953704,246.052662037037,4743.98171296296,12398.1855324074,5709.09085648148,166.225578703704,334.62662037037,6718.45098184097
"114",2020 Oct,30002.3545026882,160.16935483871,6086.84666218638,11125.4504928315,7072.61559139785,192.988911290323,506.826500896057,7459.1989844487
"115",2020 Nov,31406.7164351852,489.736805555556,5894.49513888889,11933.9724537037,6697.58819444444,234.688773148148,696.823726851852,8023.15292208935
"116",2020 Dec,33452.4026657706,798.655129928315,6267.44948476702,13145.8100358423,7097.20777329749,255.359655017921,649.314180107527,8061.20154638172
"117",2021 Jan,34849.1030544828,1577.30252820688,5727.53462914584,14866.0016185825,6534.18733751073,250.410099260437,466.632845234489,7750.78415432627
"118",2021 Feb,32942.6769593254,871.181919642857,4853.26401289683,11720.3501984127,8585.56460813492,205.071180555556,422.329985119048,9811.26221252009
"119",2021 Mar,30891.1748349943,383.952956989247,4476.16041533975,12680.6906455672,6443.9227384699,198.173270796648,492.40321253731,8912.27764673387
"120",2021 Apr,28909.741087963,264.722222222222,4966.42094907407,14331.3890046296,3891.74178240741,230.921412037037,443.286458333333,6560.659679686
"121",2021 May,27732.4189743266,232.547064475541,4559.77077713461,12326.3083366116,4395.09284145405,169.83474181372,287.427117286726,7802.36152425719
"122",2021 Jun,26114.6265046296,256.243055555556,5312.26053240741,10508.7719907407,3495.81712962963,173.240509259259,163.328935185185,9451.80797692002
"123",2021 Jul,26572.3155966187,634.970308166113,4429.36706263263,11893.2139107025,2628.20282138561,173.816947271682,141.251218268689,8328.69495849995
"124",2021 Aug,25864.8966173835,435.822020609319,4431.22995071685,10242.7123655914,4197.70777329749,155.785842293907,176.997199820789,8383.63208478887
"125",2021 Sep,27274.0318287037,503.659953703704,4873.98240740741,12345.9850694444,4124.61168981481,234.127199074074,175.396990740741,7428.34399867986
"126",2021 Oct,28604.4228270609,166.424059139785,4519.32336469534,9904.84643817204,7926.2645609319,217.704413082437,516.803203405018,8550.06048255074
"127",2021 Nov,32989.9627314815,750.233564814815,5623.86493055556,12897.0975694444,7633.73148148148,234.675115740741,640.980208333333,7543.99044595104
"128",2021 Dec,33797.4147625448,762.854950716846,5719.42170698925,13332.9435483871,7383.67909946237,257.450492831541,523.860775089606,7595.89620264348
